pkt_len_max,pkt_len_std,pkt_len_p50,pkt_len_p75,payload_median,iat_std,iat_p75_minus_p50,iat_p95_minus_p50,iat_cov_std_mean,iat_median,granularity,label
64294,19387.59664,1085.5,25969.0,1031.5,0.46513,0.00114,0.01668,6.12456,0.0004,150,Netflix
64294,20225.90242,1431.5,24509.0,1377.5,0.64403,0.00085,0.01488,7.91555,0.00025,150,Netflix
64294,20525.74353,1146.0,24874.0,1092.0,0.63596,0.00115,0.022,5.52372,0.00041,150,Netflix
64294,21712.15832,1151.0,21589.0,1097.0,0.55814,0.00097,0.05665,5.30772,0.00019,150,Netflix
64294,23583.52594,1151.0,25969.0,1097.0,0.72508,0.00254,0.03861,6.16472,0.0003,150,Netflix
64294,19928.15188,546.0,26334.0,492.0,0.35313,0.00098,0.01282,7.21914,0.00032,150,Netflix
64294,24070.17805,1150.0,38014.0,1096.0,1.34773,0.00138,0.02501,6.61481,0.00043,150,Netflix
64294,22516.86446,1147.5,36189.0,1093.5,0.26293,0.00111,0.00871,8.47358,0.00022,150,Netflix
64294,18399.64373,671.5,25969.0,617.5,0.26963,0.00096,0.00519,9.42517,0.00026,150,Netflix
64294,20527.40159,1145.5,30714.0,1091.5,0.30671,0.00088,0.00837,9.74056,0.00025,150,Netflix
64294,24344.917,849.5,42029.0,795.5,1.99827,0.00237,0.01861,8.25944,0.00034,150,Netflix
64294,24375.52411,546.0,36189.0,492.0,0.59109,0.00149,0.01649,7.12975,0.00026,150,Netflix
64294,22410.70571,1098.5,29254.0,1044.5,0.33818,0.00092,0.01487,7.15995,0.00035,150,Netflix
64294,25333.37917,682.5,40934.0,628.5,3.84352,0.00112,0.04457,7.02189,0.00026,150,Netflix
64294,22749.04865,546.5,40204.0,492.5,0.59584,0.00235,0.02105,5.67766,0.00034,150,Netflix
64294,25786.02999,546.0,42394.0,492.0,0.98157,0.00273,0.06354,6.42474,0.00032,150,Netflix
64294,22276.18295,924.0,29984.0,870.0,2.26302,0.00153,0.05356,5.92901,0.00053,150,Netflix
64294,20280.14791,1159.5,28889.0,1105.5,0.74414,0.00089,0.01557,9.07974,0.0003,150,Netflix
64294,19039.41062,508.0,30349.0,454.0,0.15283,0.00096,0.00459,7.96408,0.00028,150,Netflix
64294,18578.83306,849.0,28889.0,795.0,0.25104,0.0008,0.01075,8.20555,0.00024,150,Netflix
64294,19607.20585,546.5,25969.0,492.5,0.15946,0.00087,0.0049,8.68156,0.00023,150,Netflix
64294,16494.51142,606.5,27429.0,552.5,0.1672,0.00079,0.00293,9.1375,0.0003,150,Netflix
64294,25535.59811,908.5,32174.0,854.5,0.29567,0.00092,0.01999,6.01319,0.0002,150,Netflix
64294,27305.59034,728.0,52249.0,674.0,2.86317,0.00078,0.04802,8.65043,0.00022,150,Netflix
14654,5689.80634,785.5,8814.0,731.5,0.03414,0.00037,0.01773,5.97718,9e-05,150,Spotify
29254,4332.49257,400.0,2974.0,346.0,2.24106,0.00073,0.01217,11.94996,9e-05,150,Spotify
5894,1438.90888,802.0,2974.0,730.0,0.00089,0.0007,0.00134,1.82902,6e-05,150,Spotify
4434,1435.51995,802.0,2974.0,730.0,0.00053,0.00073,0.00142,1.27476,4e-05,150,Spotify
5894,1674.02661,90.0,2974.0,0.0,0.00044,0.00068,0.00113,1.09384,8e-05,150,Spotify
5894,1895.98878,790.0,2974.0,730.0,0.0004,0.00068,0.00095,1.0031,7e-05,150,Spotify
5894,1747.92038,1514.0,2974.0,1460.0,0.0004,0.00051,0.00089,1.04375,0.00015,150,Spotify
7354,1998.71749,82.0,2974.0,0.0,0.00043,0.00072,0.00104,1.09321,6e-05,150,Spotify
8814,2213.32838,1514.0,4434.0,1460.0,0.00044,0.00068,0.00109,1.01096,0.00013,150,Spotify
8814,2423.5013,794.0,4434.0,730.0,0.00047,0.0007,0.00111,1.0718,0.00012,150,Spotify
8814,2509.41345,798.0,4434.0,730.0,0.00047,0.00062,0.00096,1.11628,0.00013,150,Spotify
13194,3021.0687,507.0,5894.0,453.0,0.00453,0.00066,0.00101,4.76556,0.00019,150,Spotify
7354,2625.92818,90.0,5894.0,0.0,0.00202,0.0008,0.00125,3.54425,6e-05,150,Spotify
7354,2702.48461,802.0,5894.0,730.0,0.00207,0.00079,0.00148,3.47538,6e-05,150,Spotify
7354,2582.80431,1514.0,5894.0,1460.0,0.00213,0.00077,0.0014,3.15084,7e-05,150,Spotify
11734,3141.01056,802.0,5894.0,730.0,0.00271,0.00062,0.00102,4.17397,7e-05,150,Spotify
10274,2963.98226,1514.0,5894.0,1460.0,0.00313,0.00065,0.00094,4.33276,7e-05,150,Spotify
11734,3652.54752,802.0,7354.0,730.0,0.00405,0.00065,0.00119,4.62274,0.00014,150,Spotify
10274,3510.1641,400.0,6989.0,346.0,0.00682,0.00068,0.00106,5.72124,5e-05,150,Spotify
13194,4097.63858,245.0,8814.0,173.0,0.00048,0.00067,0.00105,1.27784,6e-05,150,Spotify
11734,4773.95618,1514.0,9909.0,1460.0,0.00478,0.00073,0.00104,5.99162,0.0001,150,Spotify
14654,2620.29242,141.5,4434.0,87.5,0.00134,0.00063,0.00223,2.19203,8e-05,150,Spotify
11734,2808.58888,784.0,5894.0,730.0,0.00082,0.00063,0.00101,1.85815,0.00011,150,Spotify
36554,5721.45402,926.5,2974.0,872.5,1.89209,0.00066,0.02372,11.7465,9e-05,150,Spotify
4434,1971.18882,802.0,4434.0,730.0,0.0005,0.00079,0.00124,1.08004,8e-05,150,Spotify
6292,1162.62483,133.0,1287.75,91.0,1.22373,0.02673,0.15284,5.48915,0.00037,150,Spotify
14654,5430.77112,400.0,11734.0,346.0,1.29809,0.00069,0.00104,12.08292,7e-05,150,Spotify
14654,5954.19733,802.0,11734.0,730.0,0.00047,0.00065,0.00126,1.23296,6e-05,150,Spotify
14654,6312.74745,802.0,13194.0,730.0,0.00047,0.00063,0.00125,1.26177,5e-05,150,Spotify
14654,5658.44693,1514.0,6989.0,1460.0,0.002,0.0004,0.00056,4.44109,7e-05,150,Spotify
14654,5548.01959,400.0,4069.0,346.0,0.02541,0.00043,0.00106,8.54064,3e-05,150,Spotify
14654,4257.30376,245.0,4434.0,173.0,0.00029,0.00036,0.00085,1.44909,3e-05,150,Spotify
14654,4011.42983,802.0,1514.0,730.0,0.00039,0.0004,0.00105,1.66791,2e-05,150,Spotify
14654,4295.51129,802.0,4434.0,730.0,0.00033,0.00034,0.00085,1.61487,2e-05,150,Spotify
35094,4208.52131,93.0,5894.0,39.0,4.249,0.00061,0.01133,7.7576,0.00016,150,Spotify
96,1.31164,81.0,81.0,39.0,1.84984,0.79122,1.56209,1.87533,0.42053,150,Spotify
11734,3936.94807,141.0,7354.0,87.0,3.83363,0.00072,0.00848,9.58465,0.00018,150,Spotify
20494,4806.38049,784.0,8814.0,730.0,0.00046,0.00063,0.00104,1.13406,0.0001,150,Spotify
14654,5390.40942,90.0,5894.0,3.5,6.32822,0.00035,0.0153,6.75054,6e-05,150,Spotify
14654,5761.22059,802.0,5894.0,730.0,0.00025,0.0004,0.00053,1.07773,5e-05,150,Spotify
14654,5510.01981,1514.0,7354.0,1460.0,0.00068,0.0004,0.00074,2.51381,4e-05,150,Spotify
87,0.48826,81.0,81.0,39.0,2.1266,1.18842,1.56962,1.95048,0.42035,150,Spotify
87,0.48826,81.0,81.0,39.0,1.41719,0.1565,1.71718,2.35603,0.26309,150,Spotify
14654,3167.409,90.0,2974.0,0.0,0.00094,0.00017,0.00107,3.38004,2e-05,150,Spotify
14654,2623.9417,222.5,1514.0,166.0,0.00172,1e-05,0.00034,7.59598,1e-05,150,Spotify
13194,2212.93252,400.0,1514.0,346.0,0.00047,3e-05,0.00053,3.55072,1e-05,150,Spotify
20494,5609.59327,90.0,7354.0,1.0,8.14532,0.00035,0.02541,5.12537,0.0001,150,Spotify
19034,5277.85434,1514.0,7354.0,1460.0,0.00029,0.00041,0.00077,1.34846,3e-05,150,Spotify
14654,3627.31129,802.0,2974.0,730.0,0.00028,2e-05,0.00076,1.85951,2e-05,150,Spotify
14654,4205.43107,802.0,4434.0,730.0,0.00133,0.00017,0.00076,5.10975,2e-05,150,Spotify
14654,4696.40134,687.5,4434.0,633.5,0.00845,0.00041,0.00102,5.7412,2e-05,150,Spotify
14654,4706.20251,1514.0,5894.0,1460.0,0.00052,0.00037,0.00081,2.36029,3e-05,150,Spotify
14654,4454.45038,1514.0,5894.0,1460.0,0.00604,0.00042,0.00104,6.40301,2e-05,150,Spotify
96,1.31164,81.0,81.0,39.0,1.96491,1.04454,1.56835,1.95146,0.41941,150,Spotify
14654,5265.41865,90.0,7354.0,1.0,8.00397,0.00043,0.02743,5.36196,0.0001,150,Spotify
14654,5365.02421,802.0,7354.0,730.0,0.0003,0.00043,0.00067,1.29032,4e-05,150,Spotify
14654,5469.21541,802.0,7354.0,730.0,0.00044,0.00042,0.0007,1.72246,3e-05,150,Spotify
87,0.68819,81.0,81.0,39.0,1.91147,1.08213,1.57279,1.89825,0.42002,150,Spotify
87,0.48826,81.0,81.0,39.0,1.86721,0.81374,1.56902,1.88758,0.42036,150,Spotify
87,0.48826,81.0,81.0,39.0,1.80466,0.00416,1.5678,2.22815,0.41886,150,Spotify
87,0.48826,81.0,81.0,39.0,1.65203,0.00462,1.56186,2.01744,0.41921,150,Spotify
97,19.3856,77.0,96.25,23.0,12.9296,0.24316,29.92251,1.73143,0.0443,150,Spotify
29254,6460.8359,248.5,11734.0,194.5,0.0016,0.0004,0.00127,2.77411,7e-05,150,Spotify
87,0.48826,81.0,81.0,39.0,1.86442,0.30006,1.56132,1.88041,0.42078,150,Spotify
87,0.48826,81.0,81.0,39.0,2.08118,0.18796,1.5628,2.00418,0.4209,150,Spotify
96,1.39556,81.0,81.0,39.0,2.00356,0.11993,1.56056,1.99587,0.42068,150,Spotify
81,0.0,81.0,81.0,39.0,1.02742,0.0039,1.56486,1.7085,0.41792,150,Spotify
29254,6304.21744,142.0,11734.0,88.0,0.0021,0.00037,0.00139,3.24236,9e-05,150,Spotify
87,0.68819,81.0,81.0,39.0,2.0943,0.12675,1.57356,2.04115,0.42064,150,Spotify
14654,5710.45896,355.0,7354.0,301.0,0.00131,0.00033,0.00188,2.80305,6e-05,150,Spotify
17574,6113.88218,1514.0,12829.0,1460.0,0.00046,7e-05,0.00045,3.13465,4e-05,150,Spotify
87,0.48826,81.0,81.0,39.0,1.98411,0.38061,1.56457,1.90858,0.42085,150,Spotify
87,0.48826,81.0,81.0,39.0,1.89086,0.5231,1.57754,1.91885,0.42007,150,Spotify
87,0.48826,81.0,81.0,39.0,1.54144,0.0074,1.56695,2.22895,0.41439,150,Spotify
97,19.40545,77.0,94.0,23.0,12.93121,0.01901,29.92177,1.7325,0.0449,150,Spotify
56994,8015.34953,232.5,12829.0,178.5,0.00364,0.00032,0.00114,4.64771,0.00011,150,Spotify
82,10.99902,82.0,82.0,28.0,14.96314,0.01917,0.02611,0.99063,29.94864,150,Spotify
87,0.48826,81.0,81.0,39.0,1.9514,0.00435,1.56066,2.0447,0.42007,150,Spotify
87,0.68819,81.0,81.0,39.0,2.15063,1.32874,1.75264,1.96732,0.42054,150,Spotify
14654,4560.17562,142.0,2974.0,88.0,0.00254,0.00054,0.0038,2.89609,6e-05,150,Spotify
11734,3164.9508,1058.0,4434.0,1004.0,0.00043,0.00074,0.00099,0.99389,0.0001,150,Spotify
14654,4289.59059,1514.0,7354.0,1460.0,0.00049,0.00079,0.00118,1.04412,0.0001,150,Spotify
14654,4255.72415,798.0,7354.0,730.0,0.00046,0.00079,0.00116,1.07899,6e-05,150,Spotify
14654,5766.2833,784.0,11734.0,730.0,0.00043,0.00068,0.00089,0.96226,0.00017,150,Spotify
14654,6711.9457,1514.0,14654.0,1460.0,0.00144,0.00068,0.00104,2.70153,0.0001,150,Spotify
14654,6360.17313,1514.0,14654.0,1460.0,0.00194,0.00065,0.00134,3.3245,5e-05,150,Spotify
87,0.48826,81.0,81.0,39.0,1.87564,1.25046,1.56877,1.86269,0.42072,150,Spotify
87,0.48826,81.0,81.0,39.0,1.7883,0.00536,1.56593,2.27715,0.4172,150,Spotify
14654,6294.48367,90.0,14289.0,14.0,7.3303,0.0008,0.01578,5.67331,9e-05,150,Spotify
14654,6183.73152,1514.0,14654.0,1460.0,0.00026,0.00035,0.0007,0.98842,0.0001,150,Spotify
14654,6725.4558,6624.0,14654.0,6570.0,0.00219,0.00038,0.00068,5.11417,6e-05,150,Spotify
29254,6753.61829,1514.0,14654.0,1460.0,0.00697,0.00021,0.00046,7.04203,5e-05,150,Spotify
87,0.48826,81.0,81.0,39.0,1.83783,0.0055,1.56416,2.22506,0.4176,150,Spotify
43854,7231.88333,141.5,13194.0,87.5,0.003,0.00036,0.00116,4.36795,8e-05,150,Spotify
29254,6831.98335,400.0,14654.0,346.0,7.11763,0.00028,0.01336,6.0223,6e-05,150,Spotify
30714,7244.1829,2244.0,14654.0,2190.0,0.00207,8e-05,0.00041,5.48816,7e-05,150,Spotify
30714,7159.97542,775.5,14654.0,721.5,0.00494,0.0001,0.00048,7.04408,4e-05,150,Spotify
87,0.48826,81.0,81.0,39.0,1.86622,0.79632,1.56379,1.8375,0.42064,150,Spotify
11734,2477.01707,343.5,1514.0,289.5,5.57625,0.00053,0.02673,7.13938,0.0001,150,Spotify
4434,776.66412,225.5,993.25,171.5,0.03766,0.00041,0.00537,7.11267,9e-05,150,Spotify
4434,692.90991,303.5,899.25,249.5,0.01181,0.00035,0.0018,7.25199,0.0001,150,Spotify
5894,864.53196,352.5,1320.75,298.5,0.00668,0.00036,0.00743,3.98879,0.0,150,Spotify
2974,730.31376,353.0,1168.0,299.0,0.00684,0.00051,0.00762,4.10047,4e-05,150,Spotify
2974,686.25654,347.5,1152.75,293.5,0.00345,0.00037,0.00738,2.90843,6e-05,150,Spotify
29254,6619.33153,919.0,14654.0,865.0,5.54253,9e-05,0.01363,7.18567,4e-05,150,Spotify
14654,4107.12829,336.5,1514.0,282.5,5.53838,0.00014,0.00888,6.90347,4e-05,150,Spotify
36554,6430.92941,1075.0,7354.0,1021.0,0.01991,6e-05,0.00963,7.53934,2e-05,150,Spotify
14654,2540.30444,329.0,1144.25,275.0,1.19195,0.0005,0.02749,11.05013,0.0001,150,Spotify
4434,935.07294,328.0,917.75,274.0,0.0127,0.00029,0.00311,7.31599,7e-05,150,Spotify
4434,769.3518,343.0,1226.0,289.0,0.02686,0.00056,0.00494,6.41859,5e-05,150,Spotify
4434,888.39827,343.0,1259.5,289.0,0.00084,0.00024,0.00169,2.18113,9e-05,150,Spotify
2974,625.83919,329.0,949.25,275.0,0.00674,0.00034,0.005,3.98346,8e-05,150,Spotify
2974,695.84841,344.0,1269.75,290.0,0.00304,0.00037,0.00784,2.60594,6e-05,150,Spotify
10246,2677.00934,93.0,2966.0,39.0,1.42142,0.00053,0.00124,11.97302,0.00031,150,Spotify
29254,8002.28189,1220.5,14654.0,1166.5,1.42849,7e-05,0.00038,12.10774,7e-05,150,Spotify
14654,4945.67326,90.0,1514.0,0.0,0.00017,3e-05,0.00045,1.96981,2e-05,150,Spotify
14654,5422.34732,573.0,7354.0,519.0,0.00013,4e-05,0.00032,1.7802,2e-05,150,Spotify
11734,1591.60826,357.5,1140.0,303.5,0.07979,0.00041,0.03094,7.16037,8e-05,150,Spotify
26334,5426.12639,400.0,4434.0,346.0,1.23815,0.00017,0.01304,10.62322,5e-05,150,Spotify
1292,565.83206,133.0,1292.0,91.0,0.86504,0.03799,1.46214,4.15702,0.0004,150,Spotify
11734,1463.90841,307.0,1053.0,253.0,1.31346,0.00041,0.00898,11.09964,0.0001,150,Spotify
4434,638.77953,344.0,908.5,290.0,0.00973,0.0005,0.01386,3.12193,7e-05,150,Spotify
32174,6676.3749,400.0,6989.0,346.0,1.58683,6e-05,0.00199,12.06224,3e-05,150,Spotify
80,6.90713,63.0,66.0,1.0,22.41516,44.95429,44.96116,1.06032,0.05085,150,Spotify
87,0.48826,81.0,81.0,39.0,1.91154,0.21393,1.56896,1.91981,0.42087,150,Spotify
11734,2125.52356,328.5,1071.0,274.5,4.10287,0.00057,0.01663,8.85317,9e-05,150,Spotify
2974,640.90774,328.0,794.0,274.0,0.01708,0.00038,0.00404,7.44629,0.0001,150,Spotify
20494,3944.12453,400.0,1514.0,346.0,4.41043,0.00036,0.06221,7.41121,6e-05,150,Spotify
64294,12493.02422,746.0,14654.0,692.0,4.15646,8e-05,0.00501,8.93058,6e-05,150,Spotify
58454,9927.0947,1514.0,14654.0,1460.0,0.00448,8e-05,0.00038,7.60165,6e-05,150,Spotify
21954,2506.00748,344.0,1146.75,290.0,0.08753,0.00037,0.02031,5.90654,6e-05,150,Spotify
4434,868.7833,342.5,1324.5,288.5,0.00171,0.00035,0.00343,2.81925,0.0,150,Spotify
4434,803.24141,328.0,963.75,274.0,0.01624,0.00045,0.00341,6.54042,7e-05,150,Spotify
32174,7484.42111,1130.0,9909.0,1076.0,0.21469,7e-05,0.00046,11.7829,3e-05,150,Spotify
27794,5577.26702,90.0,4069.0,0.0,0.00031,3e-05,0.00043,3.46837,2e-05,150,Spotify
19034,4690.44525,400.0,2609.0,346.0,0.18111,0.00012,0.01556,9.01901,2e-05,150,Spotify
2974,677.98668,343.0,1316.5,289.0,0.13003,0.00036,0.01486,9.68674,9e-05,150,Spotify
2974,632.52422,329.0,999.5,275.0,0.00679,0.00039,0.00484,4.63782,9e-05,150,Spotify
80,6.9158,60.0,66.0,1.0,22.43244,44.95252,44.9588,1.04622,0.05319,150,Spotify
38014,7453.9251,919.0,11734.0,865.0,0.18111,8e-05,0.00043,11.55807,3e-05,150,Spotify
64294,9291.68734,1514.0,14654.0,1460.0,0.02002,8e-05,0.00067,8.89561,5e-05,150,Spotify
36554,5995.72545,354.5,1514.0,300.5,0.18,0.00014,0.00843,10.12988,2e-05,150,Spotify
29254,6254.90427,616.5,4434.0,562.5,0.00267,8e-05,0.00085,5.03632,4e-05,150,Spotify
14654,2676.36869,267.0,1020.75,213.0,0.11373,0.00033,0.02825,7.35037,0.00011,150,Spotify
26262,4793.87204,91.0,8790.0,37.0,4.44549,0.00062,0.03667,6.89467,0.00037,150,Spotify
32174,6967.0922,663.5,14654.0,609.5,0.13241,0.00011,0.00122,11.66837,3e-05,150,Spotify
29254,7154.87135,1514.0,14654.0,1460.0,0.00433,8e-05,0.00047,7.13231,4e-05,150,Spotify
24874,3704.57387,141.0,1514.0,87.0,0.13077,8e-05,0.00172,10.25406,2e-05,150,Spotify
11734,2183.15674,508.0,1514.0,454.0,0.00164,0.00024,0.00308,2.87595,3e-05,150,Spotify
13194,1711.24498,368.0,1395.75,314.0,0.06542,0.00013,0.05182,5.1451,0.0,150,Spotify
13194,3318.69239,503.0,1514.0,449.0,0.00964,8e-05,0.01173,3.70891,4e-05,150,Spotify
14654,3809.22214,349.5,1514.0,295.5,0.12157,0.00029,0.03003,8.62881,5e-05,150,Spotify
87,0.68819,81.0,81.0,39.0,2.12632,0.00844,1.56849,2.11168,0.42029,150,Spotify
81,0.0,81.0,81.0,39.0,1.34648,0.07714,1.63181,2.23892,0.3448,150,Spotify
16114,4909.43869,355.0,4069.0,301.0,0.00254,0.00036,0.00507,2.86691,6e-05,150,Spotify
2974,684.4044,139.0,352.0,85.0,4.14271,0.00052,0.01232,8.94442,6e-05,150,Spotify
2974,538.85934,140.0,644.25,86.0,0.00734,0.0003,0.0042,4.44008,5e-05,150,Spotify
7354,1045.65012,329.0,923.0,275.0,0.00631,0.00014,0.00519,5.07738,2e-05,150,Spotify
10274,1190.38196,139.0,743.5,85.0,0.00092,0.00019,0.00261,2.32614,5e-05,150,Spotify
2974,575.0787,140.0,672.0,86.0,0.00875,0.00029,0.0159,3.2619,7e-05,150,Spotify
2974,688.77566,139.0,890.5,85.0,0.00105,7e-05,0.00156,3.23814,1e-05,150,Spotify
4434,672.49093,328.0,906.0,274.0,0.00404,0.0004,0.00609,3.04888,9e-05,150,Spotify
16114,4992.9063,400.0,1514.0,346.0,5.46298,0.00037,0.03413,6.87581,7e-05,150,Spotify
14654,4432.80053,425.0,1514.0,371.0,0.35079,0.00033,0.01789,7.87551,5e-05,150,Spotify
66,5.37937,65.0,65.0,11.0,29.28421,59.79684,59.96599,1.23258,0.0537,150,Spotify
87,0.68819,81.0,81.0,39.0,1.90426,0.20348,1.56794,1.89157,0.42154,150,Spotify
96,1.31164,81.0,81.0,39.0,2.12872,0.02759,1.55947,2.11413,0.42132,150,Spotify
14654,5417.80128,400.0,7354.0,346.0,0.00293,0.0003,0.00252,4.16513,8e-05,150,Spotify
87,0.48826,81.0,81.0,39.0,1.91022,0.26068,1.5696,1.85715,0.42112,150,Spotify
87,0.48826,81.0,81.0,39.0,1.58869,0.0038,1.56506,2.16378,0.41898,150,Spotify
1080,257.51422,908.5,965.75,866.5,0.00676,0.00381,0.01548,1.80171,0.0006,150,whatsapp
1026,296.17202,920.0,967.0,878.0,0.0068,0.00415,0.01317,1.70491,0.00113,150,whatsapp
1055,265.94685,906.5,971.0,864.5,0.00633,0.00387,0.01343,1.61192,0.00195,150,whatsapp
1028,313.9791,917.0,958.0,875.0,0.00486,0.00463,0.01271,1.36544,0.00125,150,whatsapp
1078,275.83502,915.0,947.75,873.0,0.00614,0.00465,0.01403,1.66978,0.00068,150,whatsapp
1052,286.28528,910.5,941.0,868.5,0.00577,0.00413,0.01093,1.62038,0.00131,150,whatsapp
1064,300.56666,917.5,965.5,875.5,0.00652,0.00347,0.0167,1.81306,0.00082,150,whatsapp
1087,302.36518,924.0,973.0,882.0,0.00529,0.00479,0.01367,1.42927,0.00132,150,whatsapp
1068,337.61789,908.0,953.75,866.0,0.00574,0.00391,0.01351,1.71224,0.00075,150,whatsapp
1039,291.97424,916.5,956.0,874.5,0.0067,0.00467,0.02071,1.71308,0.00046,150,whatsapp
1084,305.0245,907.0,935.5,865.0,0.00482,0.00453,0.01162,1.48654,0.001,150,whatsapp
1083,347.99252,908.0,935.25,866.0,0.0055,0.00383,0.01246,1.57676,0.00117,150,whatsapp
1065,342.18474,891.0,963.0,849.0,0.0039,0.0037,0.00921,1.24371,0.00163,150,whatsapp
1081,324.90966,899.0,924.0,857.0,0.0067,0.00316,0.01466,2.1154,0.00024,150,whatsapp
1009,329.92007,903.0,938.0,861.0,0.00517,0.00382,0.01284,1.64702,0.00059,150,whatsapp
1067,354.90827,908.0,960.5,866.0,0.00478,0.00357,0.0111,1.3944,0.00154,150,whatsapp
1081,326.40714,889.0,963.0,847.0,0.00574,0.00419,0.01451,1.77425,0.00029,150,whatsapp
1057,331.40539,887.0,960.0,845.0,0.00568,0.0034,0.01402,1.61762,0.00123,150,whatsapp
1063,335.44519,905.0,981.0,863.0,0.00544,0.00333,0.0139,1.58711,0.00116,150,whatsapp
1056,323.68815,915.0,954.0,873.0,0.00482,0.00423,0.01168,1.43288,0.00106,150,whatsapp
1080,312.65432,929.0,989.0,887.0,0.00527,0.00409,0.0112,1.47696,0.0015,150,whatsapp
1053,332.34308,894.0,950.0,852.0,0.00522,0.00432,0.01303,1.57199,0.00083,150,whatsapp
1047,336.41479,917.5,950.0,875.5,0.00509,0.00428,0.01406,1.42184,0.00131,150,whatsapp
1047,317.41553,916.0,965.0,874.0,0.00583,0.00493,0.01476,1.64178,0.00056,150,whatsapp
1025,317.74578,903.0,956.0,861.0,0.0053,0.0054,0.01419,1.54579,0.00023,150,whatsapp
1087,326.05567,903.0,969.0,861.0,0.00448,0.00387,0.00966,1.38073,0.00108,150,whatsapp
1067,284.46713,899.0,955.0,857.0,0.00561,0.00363,0.0148,1.54215,0.0015,150,whatsapp
1048,300.72381,904.0,950.75,862.0,0.00694,0.00401,0.01644,1.93971,0.0003,150,whatsapp
1058,318.80792,914.5,959.0,872.5,0.00629,0.00332,0.01684,1.83427,0.0002,150,whatsapp
1087,338.62644,908.5,963.25,866.5,0.00692,0.00448,0.01533,1.97615,0.00029,150,whatsapp
1017,322.27667,914.0,943.0,872.0,0.0055,0.00416,0.01318,1.69543,0.00056,150,whatsapp
1027,318.73093,905.5,963.0,863.5,0.00601,0.00343,0.01511,1.68859,0.00107,150,whatsapp
1025,315.70933,923.0,974.0,881.0,0.00469,0.00345,0.00993,1.44489,0.00148,150,whatsapp
1077,343.50738,920.0,987.0,878.0,0.00493,0.00426,0.0136,1.41665,0.00107,150,whatsapp
1068,318.73179,895.0,932.75,853.0,0.00578,0.00333,0.01565,1.69122,0.00108,150,whatsapp
1024,334.72085,898.0,973.75,856.0,0.00492,0.00414,0.01134,1.4919,0.00109,150,whatsapp
1079,331.85571,909.5,975.0,867.5,0.00553,0.0039,0.00855,1.61931,0.00138,150,whatsapp
1086,286.63711,900.0,939.0,858.0,0.00659,0.00421,0.01452,1.80506,0.00082,150,whatsapp
1064,333.46621,884.5,940.0,842.5,0.00553,0.00356,0.01217,1.56132,0.00127,150,whatsapp
1058,322.2167,897.0,937.0,855.0,0.00523,0.00402,0.0099,1.45544,0.0014,150,whatsapp
1054,298.0225,906.0,935.0,864.0,0.00549,0.00428,0.01604,1.37669,0.00147,150,whatsapp
1029,330.05368,906.5,945.0,864.5,0.0056,0.00353,0.01529,1.48607,0.0011,150,whatsapp
1064,334.40142,894.0,945.0,852.0,0.00487,0.00418,0.01375,1.33616,0.00148,150,whatsapp
1055,332.61086,907.5,932.0,865.5,0.00585,0.00473,0.01414,1.57731,0.00104,150,whatsapp
1053,322.94513,898.5,920.0,856.5,0.00697,0.00342,0.01721,1.73937,0.0012,150,whatsapp
1070,246.67931,914.0,955.0,872.0,0.00953,0.00417,0.02868,1.99581,0.00057,150,whatsapp
1065,280.47893,897.0,937.5,855.0,0.00683,0.00373,0.01832,1.64276,0.00108,150,whatsapp
1023,285.87269,917.0,944.75,875.0,0.00756,0.00403,0.01432,1.80482,0.00124,150,whatsapp
1023,276.7299,909.0,936.5,867.0,0.0076,0.00522,0.01945,1.79735,0.00027,150,whatsapp
1078,318.43082,914.0,966.5,872.0,0.00673,0.00529,0.01958,1.67376,0.00041,150,whatsapp
1072,301.82034,929.5,1009.0,887.5,0.0074,0.00554,0.01963,1.66991,0.0008,150,whatsapp
1077,288.58013,917.0,978.0,875.0,0.0063,0.00481,0.01532,1.55445,0.00109,150,whatsapp
1023,271.94491,927.5,1004.0,885.5,0.00716,0.00609,0.01909,1.5864,0.00114,150,whatsapp
1074,276.6369,915.5,1009.0,873.5,0.00763,0.00526,0.02037,1.70541,0.00086,150,whatsapp
1072,278.61338,930.0,996.0,888.0,0.00813,0.00522,0.0194,1.81914,0.00098,150,whatsapp
1074,270.07921,932.5,970.0,890.5,0.00736,0.00524,0.01728,1.85231,0.00063,150,whatsapp
1086,281.68832,912.0,983.0,870.0,0.00721,0.00433,0.01814,1.64422,0.00151,150,whatsapp
1055,266.38803,944.0,992.0,902.0,0.0074,0.00404,0.01375,1.84703,0.00114,150,whatsapp
1071,299.51059,943.5,985.0,901.5,0.00714,0.00423,0.01852,1.58711,0.00159,150,whatsapp
1032,278.49733,950.5,982.0,908.5,0.00773,0.00332,0.0227,1.82754,0.00076,150,whatsapp
1062,277.99422,927.5,984.0,885.5,0.0079,0.00476,0.02002,1.85899,0.00028,150,whatsapp
1042,241.56187,923.0,999.0,881.0,0.00797,0.00417,0.02349,1.77729,0.00108,150,whatsapp
1071,277.5495,924.0,985.0,882.0,0.00618,0.00436,0.01596,1.5323,0.00106,150,whatsapp
1062,283.31457,923.0,963.75,881.0,0.00846,0.00448,0.0152,1.91534,0.00106,150,whatsapp
1083,267.68301,927.0,956.0,885.0,0.0071,0.00456,0.01329,1.77304,0.00127,150,whatsapp
1064,269.13493,927.5,974.0,885.5,0.00824,0.00425,0.02002,1.90777,0.00108,150,whatsapp
