fwd_pkt_count,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_len_p50,fwd_pkt_len_p75,fwd_pkt_len_max,fwd_payload_median,fwd_iat_mean,fwd_iat_std,fwd_iat_median,fwd_iat_cov,bwd_pkt_count,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_len_p50,bwd_pkt_len_p75,bwd_pkt_len_max,bwd_payload_median,bwd_iat_mean,bwd_iat_std,bwd_iat_median,bwd_iat_cov,bytes_ratio_fwd,pkt_ratio_fwd,tcp_syn_ratio,tcp_ack_ratio,tcp_fin_ratio,tcp_rst_ratio,tcp_psh_ratio,tcp_urg_ratio,tcp_retrans_ratio,burst_count,mean_burst_gap,actual_packets_in_flow,agg_mode,agg_value,label
5,1324.0,0.0,1324.0,1324.0,1324.0,1270.0,1.20326,1.18145,0.65165,0.98187,5.0,66.0,0.0,66.0,66.0,66.0,0.0,1.20322,1.18145,0.65156,0.98191,0.95252,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.8,5,1.20292,10,packet,10,Netflix
5,510.0,0.0,510.0,510.0,510.0,456.0,1.87406,1.42471,1.53257,0.76023,5.0,66.0,0.0,66.0,66.0,66.0,0.0,1.8741,1.42479,1.53258,0.76026,0.88542,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.8,5,1.87383,10,packet,10,Netflix
5,71.0,0.0,71.0,71.0,71.0,29.0,2.04495,1.13536,2.26074,0.5552,5.0,66.0,0.0,66.0,66.0,66.0,24.0,2.04495,1.13447,2.26397,0.55477,0.51825,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.00733,10,packet,10,Netflix
4,72.0,1.73205,71.0,72.0,75.0,29.0,0.45201,0.33874,0.24925,0.7494,6.0,68.33333,3.29983,66.0,71.25,73.0,24.0,0.27132,0.30688,0.21305,1.13106,0.41261,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.41794,10,packet,10,Netflix
6,71.33333,0.74536,71.0,71.0,73.0,29.0,0.24291,0.01472,0.24653,0.0606,4.0,66.0,0.0,66.0,66.0,66.0,24.0,0.25189,0.00651,0.2489,0.02585,0.6185,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0.2133,10,packet,10,Netflix
4,1509.5,910.52224,1296.0,1748.5,2974.0,1242.0,7.30639,10.3328,0.0,1.41421,6.0,368.66667,445.00737,54.0,760.5,1000.0,0.0,4.38776,8.75841,0.01406,1.9961,0.73188,0.4,0.0,1.0,0.0,0.0,0.5,0.0,0.4,2,21.90458,10,packet,10,Netflix
3,510.0,0.0,510.0,510.0,510.0,456.0,3.9558,0.00616,3.9558,0.00156,7.0,599.14286,461.71526,999.0,999.0,999.0,945.0,1.76066,1.60648,1.05813,0.91243,0.2673,0.3,0.0,1.0,0.0,0.0,0.7,0.0,0.8,7,1.7606,10,packet,10,Netflix
5,66.0,0.0,66.0,66.0,66.0,24.0,0.79998,0.53087,0.6521,0.6636,5.0,71.0,0.0,71.0,71.0,71.0,29.0,1.54729,1.06666,1.24939,0.68937,0.48175,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1.25039,10,packet,10,Netflix
5,1324.0,0.0,1324.0,1324.0,1324.0,1270.0,3.98808,0.04697,3.99607,0.01178,5.0,66.0,0.0,66.0,66.0,66.0,0.0,3.98816,0.04713,3.99606,0.01182,0.95252,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.8,5,3.98783,10,packet,10,Netflix
5,71.0,0.0,71.0,71.0,71.0,29.0,0.24939,0.00118,0.24952,0.00472,5.0,68.0,0.0,68.0,68.0,68.0,26.0,0.24966,0.00511,0.24965,0.02045,0.51079,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.21096,10,packet,10,Netflix
7,480.57143,394.09711,590.0,794.5,999.0,536.0,0.97239,0.46375,1.00604,0.47692,3.0,360.0,212.13203,510.0,510.0,510.0,456.0,2.81693,1.11126,2.81693,0.39449,0.75698,0.7,0.0,1.0,0.1,0.0,0.4,0.0,0.5,7,0.97225,10,packet,10,Netflix
5,4287.0,7375.22534,552.0,904.0,19034.0,498.0,2.28309,3.40987,0.49218,1.49353,5.0,455.6,493.27096,54.0,999.0,1117.0,0.0,2.27944,3.3719,0.49182,1.47927,0.90393,0.5,0.0,1.0,0.0,0.0,0.6,0.0,0.3,3,4.50247,10,packet,10,Netflix
5,3154.8,3662.47924,1252.0,2974.0,10274.0,1198.0,0.00693,0.01067,0.0012,1.5392,5.0,243.8,379.6,54.0,54.0,1003.0,0.0,0.0185,0.01706,0.01374,0.92258,0.92826,0.5,0.0,1.0,0.0,0.0,0.4,0.0,0.3,1,0.0,10,packet,10,Netflix
5,488.0,531.54266,54.0,1136.0,1142.0,0.0,0.00796,0.00753,0.0079,0.94627,5.0,6490.0,10692.94195,591.0,2974.0,27794.0,537.0,0.00452,0.00611,0.00152,1.35092,0.06993,0.5,0.0,1.0,0.0,0.0,0.5,0.0,0.2,1,0.0,10,packet,10,Netflix
5,19034.0,6594.28844,14654.0,21954.0,30714.0,14600.0,0.00321,0.00286,0.00261,0.89104,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00321,0.00286,0.0026,0.89124,0.99717,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,19326.0,6747.66448,17574.0,19034.0,32174.0,17520.0,0.00297,0.00254,0.00211,0.85508,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00295,0.00256,0.00208,0.86619,0.99721,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,14362.0,13006.29755,11734.0,11734.0,39474.0,11680.0,0.00251,0.00189,0.00221,0.75487,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.0025,0.002,0.00227,0.80076,0.99625,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,16114.0,4129.5036,17574.0,19034.0,20494.0,17520.0,0.00194,0.00089,0.00183,0.45694,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00193,0.00091,0.00182,0.46823,0.99666,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,12026.0,4370.25583,11734.0,16114.0,17574.0,11680.0,0.00187,0.00072,0.00165,0.38556,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00188,0.00073,0.00164,0.38981,0.99553,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
9,9300.66667,17854.76469,1514.0,1514.0,58454.0,1460.0,0.00187,0.00496,0.0,2.64575,1.0,54.0,0.0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.99936,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,10,packet,10,Netflix
10,1514.0,0.0,1514.0,1514.0,1514.0,1460.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,10,packet,10,Netflix
6,7597.33333,13602.74686,1514.0,1514.0,38014.0,1460.0,0.0,0.0,0.0,0.0,4.0,54.0,0.0,54.0,54.0,54.0,0.0,8e-05,3e-05,0.0001,0.31318,0.99528,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.3,1,0.0,10,packet,10,Netflix
9,54.0,0.0,54.0,54.0,54.0,0.0,7e-05,3e-05,6e-05,0.40585,1.0,26334.0,0.0,26334.0,26334.0,26334.0,26280.0,0.0,0.0,0.0,0.0,0.01812,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1,0.0,10,packet,10,Netflix
5,71.6,1.2,71.0,71.0,74.0,29.0,0.63664,0.65033,0.42838,1.02151,5.0,352.2,570.90048,67.0,68.0,1494.0,25.0,0.63029,0.68386,0.43524,1.08499,0.16895,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1.19066,10,packet,10,Netflix
5,44438.0,15189.61435,49694.0,51154.0,64294.0,49640.0,0.01,0.00624,0.01224,0.62391,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.01005,0.00624,0.01187,0.62031,0.99879,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,39474.0,18071.00219,45314.0,48234.0,64294.0,45260.0,0.00568,0.00576,0.00409,1.01277,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00561,0.00564,0.00409,1.0047,0.99863,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,30422.0,13071.6891,24874.0,45314.0,45314.0,24820.0,0.00369,0.00141,0.00324,0.38279,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00368,0.00145,0.00318,0.39465,0.99823,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,55242.0,7056.49885,58454.0,58454.0,64294.0,58400.0,0.00761,0.00557,0.00752,0.7322,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00754,0.00532,0.00753,0.70559,0.99902,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
7,33842.57143,23957.58599,29254.0,55534.0,64294.0,29200.0,0.00877,0.00805,0.00509,0.91783,3.0,54.0,0.0,54.0,54.0,54.0,0.0,0.02519,0.01945,0.02519,0.77211,0.99932,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.2,1,0.0,10,packet,10,Netflix
5,54.0,0.0,54.0,54.0,54.0,0.0,0.01635,0.01632,0.01502,0.99796,5.0,41810.0,18458.46537,29254.0,64294.0,64294.0,29200.0,0.00892,0.00917,0.00709,1.028,0.00129,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
6,17104.0,10986.26263,16114.0,20859.0,36554.0,16060.0,0.00255,0.00189,0.00232,0.74103,4.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00252,0.00123,0.00234,0.4862,0.9979,0.6,0.0,1.0,0.0,0.0,0.1,0.0,0.3,1,0.0,10,packet,10,Netflix
5,54.0,0.0,54.0,54.0,54.0,0.0,0.00148,0.00071,0.00146,0.4786,5.0,18450.0,5586.28893,17574.0,19034.0,27794.0,17520.0,0.00173,0.00074,0.00194,0.42567,0.00292,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,54.0,0.0,54.0,54.0,54.0,0.0,0.00206,0.00124,0.00148,0.59833,5.0,16990.0,5352.44841,17574.0,17574.0,26334.0,17520.0,0.00214,0.00119,0.00162,0.55791,0.00317,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,58.8,5.87878,54.0,66.0,66.0,0.0,0.15773,0.09101,0.14198,0.577,5.0,1514.0,0.0,1514.0,1514.0,1514.0,1460.0,0.25162,0.12924,0.26558,0.51361,0.03739,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5,4,0.29887,10,packet,10,Netflix
7,516.85714,534.46139,54.0,1134.0,1134.0,0.0,0.44474,0.73025,0.13627,1.64199,3.0,18917.66667,13896.23163,20494.0,27794.0,35094.0,20440.0,0.00758,0.00758,0.00758,1.0,0.05993,0.7,0.0,1.0,0.0,0.0,0.4,0.0,0.6,4,0.86628,10,packet,10,Netflix
9,4544.66667,6010.46301,1514.0,1514.0,16460.0,1460.0,1.1963,1.55929,0.46124,1.30343,1.0,60.0,0.0,60.0,60.0,60.0,6.0,0.0,0.0,0.0,0.0,0.99854,0.9,0.0,1.0,0.0,0.0,0.9,0.0,0.5,8,1.95987,10,packet,10,Netflix
5,63.6,4.8,66.0,66.0,66.0,0.0,1.87599,1.35976,1.79212,0.72482,5.0,15822.0,24472.31775,1514.0,10274.0,64294.0,1460.0,1.78322,1.48206,1.79214,0.83111,0.004,0.5,0.0,1.0,0.1,0.0,0.0,0.0,0.6,5,1.87581,10,packet,10,Netflix
6,410.66667,504.43588,54.0,849.0,1134.0,0.0,1.88841,3.49068,0.06635,1.84848,4.0,3951.25,4601.18579,1762.5,5164.0,11734.0,1708.5,0.18693,0.26243,0.00274,1.40387,0.13487,0.6,0.0,1.0,0.0,0.0,0.4,0.0,0.3,3,4.6785,10,packet,10,Netflix
5,11734.0,6055.04088,13194.0,14654.0,20494.0,13140.0,0.00547,0.00433,0.00454,0.79152,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00543,0.00452,0.00438,0.83309,0.99542,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
6,18790.66667,14414.29113,18304.0,29984.0,39474.0,18250.0,0.00518,0.0049,0.00323,0.94626,4.0,54.0,0.0,54.0,54.0,54.0,0.0,0.0051,0.00469,0.0031,0.91937,0.99809,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.3,1,0.0,10,packet,10,Netflix
5,18450.0,2545.59698,17574.0,20494.0,21954.0,17520.0,0.00341,0.0025,0.00286,0.73295,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00153,0.00122,0.00152,0.79634,0.99708,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,54.0,0.0,54.0,54.0,54.0,0.0,0.0021,0.00053,0.00235,0.25521,5.0,9031.8,6577.92455,8814.0,13194.0,19034.0,8760.0,0.00152,0.001,0.00172,0.65797,0.00594,0.5,0.0,1.0,0.0,0.0,0.1,0.0,0.4,1,0.0,10,packet,10,Netflix
6,7004.0,8133.36931,3220.5,11369.0,21954.0,3166.5,0.00904,0.01588,0.0013,1.75654,4.0,54.0,0.0,54.0,54.0,54.0,0.0,0.01461,0.01857,0.00207,1.27115,0.99489,0.6,0.0,1.0,0.0,0.0,0.1,0.0,0.4,1,0.0,10,packet,10,Netflix
5,27502.0,6289.87249,23414.0,33634.0,36554.0,23360.0,0.02311,0.02462,0.01621,1.06553,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.02306,0.02464,0.0162,1.06855,0.99804,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,23122.0,14957.69822,23414.0,35094.0,43854.0,23360.0,0.00395,0.00427,0.00181,1.08283,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00395,0.00428,0.00177,1.08474,0.99767,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,17866.0,9298.26306,23414.0,24874.0,27794.0,23360.0,0.00324,0.00154,0.00258,0.47485,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00321,0.00155,0.00261,0.48414,0.99699,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,12610.0,9622.71812,7354.0,23414.0,24874.0,7300.0,0.00208,0.00062,0.00204,0.30003,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00208,0.0006,0.00202,0.29141,0.99574,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,14946.0,6289.87249,14654.0,20494.0,23414.0,14600.0,0.00189,0.00111,0.00127,0.5902,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00189,0.00112,0.00128,0.59596,0.9964,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,12902.0,11286.47048,7354.0,23414.0,29254.0,7300.0,0.00182,0.00172,0.00093,0.94972,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00186,0.00181,0.00097,0.97085,0.99583,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,13194.0,5141.19052,14654.0,16114.0,20494.0,14600.0,0.00183,0.00144,0.0012,0.78929,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00183,0.00145,0.00119,0.78961,0.99592,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,13778.0,5190.70554,17574.0,17574.0,17574.0,17520.0,0.00168,0.00129,0.00122,0.76842,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00168,0.00134,0.0012,0.79995,0.9961,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,13194.0,3807.2142,14654.0,16114.0,17574.0,14600.0,0.00166,0.00093,0.00142,0.5638,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00167,0.00097,0.00142,0.57972,0.99592,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,10274.0,5057.58836,11734.0,14654.0,16114.0,11680.0,0.00151,0.00037,0.00134,0.2426,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00152,0.00036,0.00137,0.23937,0.99477,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,13194.0,3329.31224,14654.0,16114.0,16114.0,14600.0,0.00152,0.00062,0.00166,0.40643,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00153,0.00064,0.00167,0.4193,0.99592,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,1,0.0,10,packet,10,Netflix
5,5602.0,4370.25583,4434.0,7354.0,13194.0,4380.0,0.05123,0.08685,0.00115,1.69519,5.0,54.0,0.0,54.0,54.0,54.0,0.0,0.06266,0.07515,0.0322,1.19929,0.99045,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.4,2,0.18447,10,packet,10,Netflix
5,226.8,345.6,54.0,54.0,918.0,0.0,0.00566,0.00607,0.00326,1.07365,5.0,20006.0,11010.06521,24874.0,26334.0,32174.0,24820.0,0.00181,0.00214,0.00089,1.18126,0.01121,0.5,0.0,1.0,0.0,0.0,0.2,0.0,0.3,1,0.0,10,packet,10,Netflix
