fwd_pkt_count,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_len_p50,fwd_pkt_len_p75,fwd_pkt_len_max,fwd_payload_median,fwd_iat_mean,fwd_iat_std,fwd_iat_median,fwd_iat_cov,bwd_pkt_count,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_len_p50,bwd_pkt_len_p75,bwd_pkt_len_max,bwd_payload_median,bwd_iat_mean,bwd_iat_std,bwd_iat_median,bwd_iat_cov,bytes_ratio_fwd,pkt_ratio_fwd,tcp_syn_ratio,tcp_ack_ratio,tcp_fin_ratio,tcp_rst_ratio,tcp_psh_ratio,tcp_urg_ratio,tcp_retrans_ratio,burst_count,mean_burst_gap,udp_ratio,actual_packets_in_flow,agg_mode,agg_value,label
13,66.0,0.0,66.0,66.0,66.0,0.0,0.00071,0.0003,0.00076,0.41502,12.0,5894.0,0.0,5894.0,5894.0,5894.0,5840.0,0.00081,0.00021,0.00079,0.26075,0.01199,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,65.07692,3.19763,66.0,66.0,66.0,0.0,0.0007,0.00054,0.00061,0.77501,12.0,4920.66667,2753.0024,5894.0,5894.0,10274.0,5840.0,0.00066,0.00053,0.0006,0.79329,0.01412,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,5220.15385,2600.11106,5894.0,5894.0,11734.0,5840.0,0.00081,0.00042,0.00083,0.52512,12.0,81.33333,9.49854,86.0,90.0,90.0,0.0,0.00081,0.00044,0.00089,0.54612,0.98582,0.52,0.0,1.0,0.0,0.0,0.44,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,69.69231,14.41892,66.0,90.0,90.0,0.0,0.00403,0.01104,0.00073,2.73964,12.0,6989.0,1475.12994,7354.0,7354.0,8814.0,7300.0,0.00434,0.01103,0.00075,2.54035,0.01069,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,7354.0,0.0,7354.0,7354.0,7354.0,7300.0,0.0008,0.00026,0.00078,0.3217,12.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00084,0.00025,0.00084,0.29643,0.99327,0.52,0.0,1.0,0.0,0.0,0.52,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,54.0,0.0,54.0,54.0,54.0,0.0,0.00085,0.00029,0.00072,0.33704,12.0,7354.0,0.0,7354.0,7354.0,7354.0,7300.0,0.00087,0.00026,0.00077,0.30502,0.00789,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,7129.38462,2052.49797,7354.0,7354.0,11734.0,7300.0,0.00331,0.0084,0.00081,2.54129,12.0,68.66667,3.77124,66.0,74.0,74.0,0.0,0.00077,0.00036,0.00079,0.45842,0.99119,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
12,7232.33333,2103.81334,7354.0,7354.0,11734.0,7300.0,0.00091,0.00033,0.00098,0.36562,13.0,60.46154,5.98222,66.0,66.0,66.0,0.0,0.00084,0.00037,0.00096,0.44261,0.99102,0.48,0.0,1.0,0.0,0.0,0.44,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,7803.23077,1754.30223,7354.0,10274.0,10274.0,7300.0,0.00232,0.00445,0.00098,1.92271,12.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00253,0.00497,0.00097,1.96666,0.99365,0.52,0.0,1.0,0.0,0.0,0.52,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
14,4245.5,3168.04507,5164.0,6989.0,8814.0,5110.0,0.00932,0.03099,0.00047,3.32496,11.0,111.0,147.61067,66.0,74.0,577.0,0.0,0.01212,0.02316,0.00079,1.91154,0.97987,0.56,0.0,1.0,0.0,0.0,0.4,0.0,0.36,1,0.0,0.0,25,packet,25,Spotify
13,4963.07692,3089.05857,5894.0,7354.0,8814.0,5840.0,0.00049,0.00046,0.00046,0.93807,12.0,79.33333,3.77124,82.0,82.0,82.0,0.0,0.00043,0.00042,0.00036,0.97615,0.98546,0.52,0.0,1.0,0.0,0.0,0.28,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
12,4427.66667,3711.21434,4434.0,7719.0,8814.0,4380.0,0.00066,0.00066,0.00074,1.00998,13.0,86.30769,3.98815,90.0,90.0,90.0,0.0,0.0006,0.00065,0.00068,1.07964,0.97932,0.48,0.0,1.0,0.0,0.0,0.28,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,5300.0,3583.78871,7354.0,8814.0,8814.0,7300.0,0.00054,0.00049,0.0007,0.89709,12.0,88.0,3.4641,90.0,90.0,90.0,0.0,0.00052,0.00049,0.00054,0.94176,0.9849,0.52,0.0,1.0,0.0,0.0,0.28,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00052,0.00047,0.00048,0.90705,12.0,4827.83333,2819.7621,5164.0,7354.0,8814.0,5110.0,0.00048,0.00048,0.00047,0.9965,0.0198,0.52,0.0,1.0,0.0,0.0,0.2,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,4658.61538,3075.67282,2974.0,7354.0,8814.0,2920.0,0.00056,0.00042,0.00069,0.74373,12.0,90.0,0.0,90.0,90.0,90.0,0.0,0.00053,0.00038,0.00068,0.71307,0.98248,0.52,0.0,1.0,0.0,0.0,0.32,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00057,0.00031,0.00061,0.53647,12.0,6896.16667,3686.47053,7354.0,9179.0,13194.0,7300.0,0.00057,0.00033,0.00064,0.58225,0.01394,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,6118.61538,3128.53029,8814.0,8814.0,8814.0,8760.0,0.00055,0.00043,0.00065,0.78699,12.0,90.0,0.0,90.0,90.0,90.0,0.0,0.00053,0.00043,0.00066,0.8259,0.9866,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00076,0.00038,0.00086,0.49988,12.0,6015.66667,3395.7862,8814.0,8814.0,8814.0,8760.0,0.00075,0.00041,0.00081,0.54574,0.01595,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,8252.46154,1572.30769,8814.0,8814.0,8814.0,8760.0,0.00099,0.00057,0.00089,0.57571,12.0,90.0,0.0,90.0,90.0,90.0,0.0,0.00084,0.0003,0.00084,0.35199,0.99003,0.52,0.0,1.0,0.0,0.0,0.52,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,88.76923,2.88641,90.0,90.0,90.0,0.0,0.00104,0.00062,0.00094,0.59236,12.0,8084.0,4064.46798,9544.0,11734.0,11734.0,9490.0,0.0009,0.00039,0.00092,0.43325,0.01176,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,8027.84615,3604.35962,8814.0,11734.0,11734.0,8760.0,0.00067,0.00042,0.00077,0.62452,12.0,90.0,0.0,90.0,90.0,90.0,0.0,0.00073,0.00037,0.0008,0.50703,0.98976,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00075,0.00042,0.00086,0.55596,12.0,6259.0,2803.6182,7354.0,7719.0,8814.0,7300.0,0.00081,0.00041,0.00088,0.50806,0.01534,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
12,7110.66667,2720.54937,8814.0,8814.0,8814.0,8760.0,0.00071,0.00038,0.00078,0.53124,13.0,66.61538,7.16335,66.0,66.0,82.0,0.0,0.00066,0.00041,0.00077,0.62061,0.98995,0.48,0.0,1.0,0.0,0.0,0.4,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
12,65.0,3.31662,66.0,66.0,66.0,0.0,0.00095,0.0002,0.0009,0.20994,13.0,9712.46154,1572.30769,10274.0,10274.0,10274.0,10220.0,0.00089,0.00032,0.00091,0.36205,0.00614,0.48,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
12,63.0,5.19615,66.0,66.0,66.0,0.0,0.00635,0.01694,0.00097,2.66713,13.0,9375.53846,1859.02309,10274.0,10274.0,10274.0,10220.0,0.00572,0.01599,0.00092,2.79649,0.00616,0.48,0.0,1.0,0.0,0.0,0.44,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,10723.23077,2709.38671,11734.0,11734.0,11734.0,11680.0,0.0009,0.0002,0.00092,0.2163,12.0,68.66667,3.77124,66.0,74.0,74.0,0.0,0.0009,0.0002,0.00095,0.22303,0.99412,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,10723.23077,2709.38671,11734.0,11734.0,11734.0,11680.0,0.00082,0.00029,0.00086,0.35417,12.0,76.0,3.4641,74.0,76.0,82.0,0.0,0.00081,0.0003,0.00084,0.37747,0.9935,0.52,0.0,1.0,0.0,0.0,0.44,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
15,210.2,293.15006,183.0,190.0,1288.0,141.0,0.79987,2.52109,0.05691,3.15186,10.0,206.0,205.30904,130.0,139.0,704.0,88.0,0.14451,0.19998,0.06673,1.38379,0.60483,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3.5329,1.0,25,packet,25,Spotify
14,5117.78571,4481.34234,3704.0,5529.0,14654.0,3650.0,0.0022,0.0025,0.00056,1.13629,11.0,73.27273,11.41841,74.0,82.0,90.0,0.0,0.00277,0.00259,0.00219,0.93692,0.98888,0.56,0.0,1.0,0.0,0.0,0.32,0.0,0.4,1,0.0,0.0,25,packet,25,Spotify
18,891.27778,524.37569,1292.0,1292.0,1292.0,1250.0,0.05517,0.20401,5e-05,3.69771,7.0,1172.42857,2130.49054,69.0,823.5,6292.0,27.0,0.01545,0.02589,0.0,1.67635,0.66157,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.79905,1.0,25,packet,25,Spotify
14,107.14286,34.60978,111.5,141.0,142.0,43.5,0.00049,0.00079,6e-05,1.61618,11.0,1681.54545,1234.02655,1514.0,2244.0,4434.0,1460.0,0.00101,0.00237,0.0,2.34776,0.07501,0.56,0.0,1.0,0.0,0.0,0.44,0.0,0.28,1,0.0,0.0,25,packet,25,Spotify
14,62.57143,5.42105,66.0,66.0,66.0,0.0,0.0011,0.00227,0.00064,2.06295,11.0,3543.09091,1339.61633,4434.0,4434.0,4434.0,4380.0,0.00144,0.00251,0.00078,1.73955,0.02198,0.56,0.0,1.0,0.0,0.0,0.36,0.0,0.52,1,0.0,0.0,25,packet,25,Spotify
12,66.0,0.0,66.0,66.0,66.0,0.0,0.00095,0.0003,0.00088,0.31062,13.0,4321.69231,898.46154,4434.0,4434.0,5894.0,4380.0,0.00089,0.00038,0.00088,0.42748,0.0139,0.48,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
14,61.71429,5.74989,66.0,66.0,66.0,0.0,0.00081,0.00046,0.00069,0.56566,11.0,4832.18182,1657.76311,4434.0,5164.0,8814.0,4380.0,0.00088,0.00031,0.00071,0.35526,0.01599,0.56,0.0,1.0,0.0,0.0,0.44,0.0,0.52,1,0.0,0.0,25,packet,25,Spotify
13,3760.15385,1357.01901,4434.0,4434.0,5894.0,4380.0,0.0008,0.00037,0.00078,0.46113,12.0,66.0,0.0,66.0,66.0,66.0,0.0,0.00078,0.00039,0.00074,0.49427,0.98406,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,65.07692,3.19763,66.0,66.0,66.0,0.0,0.0006,0.00036,0.00066,0.60481,12.0,3655.33333,1901.1171,4434.0,4434.0,7354.0,4380.0,0.00057,0.00039,0.00061,0.68178,0.01892,0.52,0.0,1.0,0.0,0.0,0.32,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
14,6248.57143,2621.4533,5894.0,5894.0,11734.0,5840.0,0.00081,0.00046,0.00093,0.56143,11.0,61.63636,5.77255,66.0,66.0,66.0,0.0,0.00095,0.00037,0.00094,0.39278,0.99231,0.56,0.0,1.0,0.0,0.0,0.52,0.0,0.4,1,0.0,0.0,25,packet,25,Spotify
13,61.38462,5.83805,66.0,66.0,66.0,0.0,0.00066,0.00037,0.0007,0.55472,12.0,3825.66667,1514.73778,3704.0,4799.0,5894.0,3650.0,0.00065,0.00026,0.00062,0.40676,0.01709,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
12,54.0,0.0,54.0,54.0,54.0,0.0,0.001,0.00062,0.00089,0.61551,13.0,4950.61538,1771.1888,5894.0,5894.0,7354.0,5840.0,0.0009,0.00063,0.00077,0.70255,0.00997,0.48,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
11,59.45455,5.97516,54.0,66.0,66.0,0.0,0.00088,0.00033,0.00079,0.37654,14.0,4684.28571,1964.56129,5894.0,5894.0,5894.0,5840.0,0.0007,0.00034,0.00075,0.48791,0.00987,0.44,0.0,1.0,0.0,0.0,0.44,0.0,0.4,1,0.0,0.0,25,packet,25,Spotify
13,67.84615,3.3706,66.0,66.0,74.0,0.0,0.00077,0.00034,0.00083,0.44447,12.0,5164.0,1397.84358,5894.0,5894.0,5894.0,5840.0,0.00079,0.00035,0.00084,0.43771,0.01403,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,4164.46154,2266.05644,2974.0,5894.0,8814.0,2920.0,0.00108,0.00114,0.00095,1.05988,12.0,68.66667,3.77124,66.0,74.0,74.0,0.0,0.00107,0.0012,0.0008,1.11658,0.98501,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
12,59.0,5.91608,54.0,66.0,66.0,0.0,0.00089,0.0002,0.0008,0.23102,13.0,5265.07692,2006.25677,5894.0,5894.0,8814.0,5840.0,0.00075,0.00038,0.00079,0.5059,0.01024,0.48,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
14,11333.57143,11822.30336,6624.0,16114.0,36554.0,6570.0,1.81032,6.18103,0.0,3.41433,11.0,258.90909,400.81019,74.0,82.0,1111.0,0.0,2.35343,6.94147,0.00325,2.94951,0.98237,0.56,0.0,1.0,0.0,0.0,0.44,0.0,0.32,3,11.71103,0.0,25,packet,25,Spotify
13,475.69231,546.72822,78.0,1287.0,1292.0,36.0,0.02022,0.02661,0.00099,1.31587,12.0,838.83333,1692.52872,130.5,706.0,6292.0,88.5,0.01782,0.03445,0.00156,1.93315,0.38055,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Spotify
13,6792.46154,8229.93957,4434.0,4434.0,33634.0,4380.0,0.03018,0.06653,0.00105,2.20423,12.0,57.66667,6.62487,54.0,57.0,74.0,0.0,0.03285,0.08254,0.00112,2.51258,0.99222,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.44,2,0.24251,0.0,25,packet,25,Spotify
12,212.41667,333.86436,69.0,157.25,1288.0,27.0,1.84175,4.2979,0.02865,2.33359,13.0,595.15385,519.46627,473.0,1288.0,1292.0,431.0,1.27173,3.99155,0.02517,3.13868,0.24781,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,6.8065,1.0,25,packet,25,Spotify
13,135.0,280.59223,54.0,54.0,1107.0,0.0,0.00486,0.00827,0.00098,1.7013,12.0,3400.91667,1206.6978,2974.0,4434.0,5894.0,2920.0,0.0052,0.01032,0.00076,1.98524,0.04123,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,3647.84615,1230.26913,2974.0,2974.0,5894.0,2920.0,0.00087,0.00021,0.00078,0.23839,12.0,54.0,0.0,54.0,54.0,54.0,0.0,0.00085,0.0002,0.00075,0.23209,0.98652,0.52,0.0,1.0,0.0,0.0,0.52,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,54.0,0.0,54.0,54.0,54.0,0.0,0.00083,0.00027,0.00079,0.31976,12.0,4190.66667,544.10987,4434.0,4434.0,4434.0,4380.0,0.00084,0.00026,0.00081,0.31482,0.01377,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,4321.69231,389.04526,4434.0,4434.0,4434.0,4380.0,0.0009,0.00026,0.00088,0.28992,12.0,62.0,5.65685,66.0,66.0,66.0,0.0,0.00091,0.00028,0.0009,0.30864,0.98693,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,66.61538,2.13175,66.0,66.0,74.0,0.0,0.00086,0.00034,0.00087,0.39048,12.0,4312.33333,403.52268,4434.0,4434.0,4434.0,4380.0,0.00086,0.00035,0.0009,0.4093,0.01646,0.52,0.0,1.0,0.0,0.0,0.44,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,3198.61538,778.09052,2974.0,2974.0,4434.0,2920.0,0.00099,0.00033,0.00092,0.32832,12.0,82.0,5.65685,82.0,84.0,90.0,0.0,0.00097,0.00034,0.00088,0.34611,0.97688,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
12,90.0,0.0,90.0,90.0,90.0,0.0,0.001,0.00021,0.00101,0.21254,13.0,3984.76923,1053.53954,4434.0,4434.0,4434.0,4380.0,0.00094,0.00036,0.00101,0.38366,0.02042,0.48,0.0,1.0,0.0,0.0,0.44,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,85.69231,5.07459,90.0,90.0,90.0,0.0,0.00079,0.00057,0.00083,0.72606,12.0,2122.33333,1108.43609,1514.0,1879.0,4434.0,1460.0,0.00081,0.00049,0.00089,0.61378,0.04191,0.52,0.0,1.0,0.0,0.0,0.24,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
12,90.0,0.0,90.0,90.0,90.0,0.0,0.00092,0.00039,0.00091,0.42222,13.0,3198.61538,1384.62222,4434.0,4434.0,4434.0,4380.0,0.00095,0.00053,0.00099,0.56054,0.02532,0.48,0.0,1.0,0.0,0.0,0.36,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00069,0.0005,0.00088,0.73337,12.0,2852.33333,1258.52979,2974.0,4434.0,4434.0,2920.0,0.00072,0.00049,0.00087,0.68771,0.03305,0.52,0.0,1.0,0.0,0.0,0.28,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00073,0.00056,0.00102,0.76053,12.0,2730.66667,1166.98567,2974.0,3339.0,4434.0,2920.0,0.00069,0.00058,0.00096,0.83344,0.03447,0.52,0.0,1.0,0.0,0.0,0.28,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,3198.61538,1260.65072,2974.0,4434.0,4434.0,2920.0,0.0008,0.00055,0.00098,0.68304,12.0,90.0,0.0,90.0,90.0,90.0,0.0,0.00076,0.00054,0.00092,0.7077,0.97468,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,79.84615,12.41492,90.0,90.0,90.0,0.0,0.00251,0.0018,0.00228,0.71647,12.0,1600.41667,430.20488,1514.0,1514.0,2974.0,1460.0,0.00267,0.00181,0.00232,0.67836,0.05128,0.52,0.0,1.0,0.0,0.0,0.08,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
25,81.0,0.0,81.0,81.0,81.0,39.0,0.89672,1.24037,0.42008,1.38324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1.19503,1.0,25,packet,25,Spotify
13,111.30769,133.96061,74.0,74.0,575.0,0.0,1.32567,4.39437,0.0008,3.31482,12.0,9300.66667,3441.253,11004.0,11734.0,11734.0,10950.0,0.00073,0.00038,0.00087,0.51609,0.0128,0.52,0.0,1.0,0.0,0.0,0.44,0.0,0.48,2,15.89933,0.0,25,packet,25,Spotify
14,5238.57143,4660.03258,4434.0,10274.0,11734.0,4380.0,0.00048,0.00053,0.00044,1.10754,11.0,63.81818,4.62834,66.0,66.0,66.0,0.0,0.00033,0.00029,0.0004,0.88409,0.99052,0.56,0.0,1.0,0.0,0.0,0.32,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
12,354.83333,458.28191,78.5,334.25,1292.0,36.5,0.42812,1.2726,0.03282,2.97256,13.0,722.30769,1644.76781,72.0,340.0,6292.0,30.0,0.39034,1.24041,0.00101,3.17779,0.31199,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.45176,1.0,25,packet,25,Spotify
13,74.61538,7.33315,74.0,82.0,82.0,0.0,0.00082,0.00029,0.00085,0.35426,12.0,10517.33333,2445.46973,11734.0,11734.0,11734.0,11680.0,0.00081,0.00031,0.00082,0.38085,0.00763,0.52,0.0,1.0,0.0,0.0,0.44,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,11127.30769,4371.48687,11734.0,13194.0,14654.0,11680.0,0.00075,0.00033,0.00085,0.43688,12.0,78.66667,3.94405,82.0,82.0,82.0,0.0,0.00079,0.00035,0.00086,0.44508,0.99352,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,79.53846,5.77282,82.0,82.0,90.0,0.0,0.00051,0.00042,0.00051,0.82012,12.0,7475.66667,4275.67896,8814.0,11734.0,11734.0,8760.0,0.00043,0.00034,0.00052,0.79711,0.01139,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,11509.38462,3428.60504,11734.0,14654.0,14654.0,11680.0,0.00075,0.00025,0.00076,0.33488,12.0,74.0,0.0,74.0,74.0,74.0,0.0,0.00078,0.00025,0.00081,0.31629,0.9941,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,62.30769,8.22178,66.0,66.0,74.0,0.0,0.00065,0.00042,0.00072,0.64163,12.0,7962.33333,4062.64658,8814.0,9544.0,13194.0,8760.0,0.00075,0.00041,0.00074,0.54455,0.00841,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,66.92308,7.86875,66.0,74.0,74.0,0.0,0.00082,0.00034,0.00077,0.41337,12.0,11734.0,2598.08904,13194.0,13194.0,13194.0,13140.0,0.00079,0.00035,0.00076,0.44242,0.00614,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,11509.38462,4716.92308,14654.0,14654.0,14654.0,14600.0,0.0009,0.00048,0.00097,0.52944,12.0,82.66667,7.63035,86.0,90.0,90.0,0.0,0.00096,0.00046,0.00102,0.47945,0.99341,0.52,0.0,1.0,0.0,0.0,0.48,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00097,0.00058,0.00099,0.60148,12.0,10395.66667,4785.38371,12464.0,14654.0,14654.0,12410.0,0.00092,0.00059,0.00103,0.6476,0.00929,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,7578.61538,4954.28426,5894.0,11734.0,14654.0,5840.0,0.00048,0.0005,0.00041,1.05293,12.0,90.0,0.0,90.0,90.0,90.0,0.0,0.00045,0.00051,0.00017,1.11655,0.98916,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00067,0.00043,0.00062,0.63154,12.0,8692.33333,4634.52593,10274.0,13194.0,14654.0,10220.0,0.00068,0.00044,0.00066,0.64576,0.01109,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,11846.30769,4633.28784,14654.0,14654.0,14654.0,14600.0,0.00086,0.0004,0.00096,0.45793,12.0,90.0,0.0,90.0,90.0,90.0,0.0,0.00087,0.00041,0.00105,0.47489,0.99304,0.52,0.0,1.0,0.0,0.0,0.4,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,90.0,0.0,90.0,90.0,90.0,0.0,0.00066,0.00047,0.00061,0.70774,12.0,10274.0,5559.51437,13194.0,14654.0,14654.0,13140.0,0.00068,0.00049,0.00062,0.72464,0.0094,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,8589.38462,6163.63606,13194.0,14654.0,14654.0,13140.0,0.00067,0.00048,0.00067,0.71179,12.0,80.66667,5.49747,82.0,82.0,90.0,0.0,0.00073,0.00045,0.00065,0.61344,0.99141,0.52,0.0,1.0,0.0,0.0,0.28,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,87.53846,4.84554,90.0,90.0,90.0,0.0,0.0007,0.00054,0.00077,0.77157,12.0,9057.33333,5834.92835,11004.0,14654.0,14654.0,10950.0,0.0007,0.00058,0.0008,0.82254,0.01036,0.52,0.0,1.0,0.0,0.0,0.32,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
13,11397.07692,5222.00578,14654.0,14654.0,14654.0,14600.0,0.00085,0.00048,0.00092,0.56328,12.0,90.0,0.0,90.0,90.0,90.0,0.0,0.00086,0.0005,0.00101,0.58361,0.99276,0.52,0.0,1.0,0.0,0.0,0.36,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
12,86.66667,5.12076,90.0,90.0,90.0,0.0,0.00035,0.00027,0.00032,0.76339,13.0,6230.92308,3537.24661,5894.0,8814.0,14654.0,5840.0,0.00028,0.00028,0.00024,0.98466,0.01268,0.48,0.0,1.0,0.0,0.0,0.32,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
13,75.23077,6.15385,74.0,82.0,82.0,0.0,0.00033,0.00022,0.00035,0.66458,12.0,8205.66667,4931.62893,6624.0,14654.0,14654.0,6570.0,0.00038,0.00022,0.00047,0.57895,0.00983,0.52,0.0,1.0,0.0,0.0,0.24,0.0,0.48,1,0.0,0.0,25,packet,25,Spotify
12,72.66667,7.88811,66.0,82.0,82.0,0.0,0.00216,0.00539,0.00053,2.49661,13.0,9824.76923,6124.63181,14654.0,14654.0,14654.0,14600.0,0.00201,0.00498,0.00054,2.47965,0.00678,0.48,0.0,1.0,0.0,0.0,0.24,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
12,56.0,4.47214,54.0,54.0,66.0,0.0,0.00051,0.00036,0.00051,0.70098,13.0,6455.53846,5626.60418,2974.0,13194.0,14654.0,2920.0,0.00046,0.00033,0.00046,0.7125,0.00794,0.48,0.0,1.0,0.0,0.0,0.24,0.0,0.44,1,0.0,0.0,25,packet,25,Spotify
14,8605.42857,6312.51688,11734.0,14654.0,14654.0,11680.0,0.00169,0.00422,0.0005,2.49398,11.0,59.45455,5.97516,54.0,66.0,66.0,0.0,0.0022,0.00495,0.00051,2.25062,0.9946,0.56,0.0,1.0,0.0,0.0,0.24,0.0,0.4,1,0.0,0.0,25,packet,25,Spotify
