fwd_pkt_count,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_len_p50,fwd_pkt_len_p75,fwd_pkt_len_max,fwd_payload_median,fwd_iat_mean,fwd_iat_std,fwd_iat_median,fwd_iat_cov,bwd_pkt_count,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_len_p50,bwd_pkt_len_p75,bwd_pkt_len_max,bwd_payload_median,bwd_iat_mean,bwd_iat_std,bwd_iat_median,bwd_iat_cov,bytes_ratio_fwd,pkt_ratio_fwd,tcp_syn_ratio,tcp_ack_ratio,tcp_fin_ratio,tcp_rst_ratio,tcp_psh_ratio,tcp_urg_ratio,tcp_retrans_ratio,burst_count,mean_burst_gap,udp_ratio,actual_packets_in_flow,agg_mode,agg_value,label
21,777.2381,343.34737,957.0,988.0,996.0,915.0,0.00559,0.00694,0.00291,1.24121,4.0,649.75,436.32578,655.5,1086.0,1086.0,613.5,0.01745,0.01275,0.02131,0.73047,0.86264,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
8,809.5,353.73648,1004.0,1023.25,1024.0,962.0,0.00929,0.01423,0.00025,1.53126,17.0,809.64706,305.11385,923.0,1000.0,1001.0,881.0,0.00487,0.00848,0.0,1.74187,0.31996,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,754.61111,251.99937,825.0,910.0,953.0,783.0,0.00591,0.00787,0.0,1.33039,7.0,665.14286,338.80902,848.0,848.0,990.0,806.0,0.0164,0.01989,0.00991,1.21294,0.74472,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
4,982.25,7.25862,982.0,989.25,990.0,940.0,0.04007,0.0565,0.00016,1.40991,21.0,803.85714,298.24012,945.0,989.0,999.0,903.0,0.00489,0.00746,0.00261,1.52687,0.1888,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
7,911.42857,25.91666,905.0,906.0,974.0,863.0,0.01084,0.02158,0.00032,1.99113,18.0,718.22222,347.4588,884.5,991.5,998.0,842.5,0.00601,0.00834,0.00139,1.38724,0.33043,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
24,826.25,241.46001,912.5,952.0,982.0,870.5,0.0032,0.00433,0.0,1.35051,1.0,249.0,0.0,249.0,249.0,249.0,207.0,0.0,0.0,0.0,0.0,0.9876,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
13,769.53846,309.00501,927.0,927.0,995.0,885.0,0.00565,0.00972,0.00033,1.7211,12.0,919.58333,210.76506,960.0,1022.0,1022.0,918.0,0.00467,0.00876,0.00021,1.87607,0.4755,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
20,800.7,284.19221,924.5,946.0,1019.0,882.5,0.00536,0.0056,0.0054,1.04479,5.0,785.6,292.8,932.0,932.0,932.0,890.0,0.00503,0.00856,0.0001,1.70302,0.80303,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
16,668.25,297.09395,799.0,810.0,971.0,757.0,0.00562,0.00835,0.00133,1.48547,9.0,794.88889,317.39931,924.0,1015.0,1016.0,882.0,0.00719,0.01216,0.00035,1.69007,0.59913,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,783.11111,291.14847,931.5,944.0,1020.0,889.5,0.00646,0.0071,0.00442,1.09851,7.0,711.71429,329.20021,865.0,954.0,955.0,823.0,0.01955,0.02112,0.01343,1.07994,0.73886,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
6,633.33333,362.09284,880.0,896.5,897.0,838.0,0.0139,0.01519,0.00429,1.09268,19.0,785.36842,285.00216,900.0,971.5,977.0,858.0,0.00425,0.0069,0.0,1.62155,0.20297,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,811.21053,298.40587,954.0,997.5,999.0,912.0,0.00621,0.00663,0.00519,1.06766,6.0,991.83333,4.17998,992.0,996.0,996.0,950.0,0.0146,0.0288,0.00022,1.97226,0.72145,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,795.59091,294.04926,934.0,947.0,1011.0,892.0,0.0048,0.00646,0.00107,1.34533,3.0,1026.66667,0.4714,1027.0,1027.0,1027.0,985.0,0.00017,0.0,0.00017,0.01183,0.85036,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,734.55556,288.5464,839.0,896.0,1010.0,797.0,0.00543,0.00645,0.00307,1.18585,7.0,811.71429,317.15418,831.0,1039.5,1040.0,789.0,0.00786,0.01387,0.0003,1.76405,0.69943,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
8,685.25,336.50325,839.0,867.75,954.0,797.0,0.01598,0.02195,0.00026,1.37412,17.0,851.64706,241.31623,991.0,1000.0,1021.0,949.0,0.00413,0.00508,0.00289,1.22766,0.27465,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
4,680.75,354.01721,849.0,875.0,953.0,807.0,0.02561,0.01935,0.02942,0.7556,21.0,796.04762,290.264,928.0,968.0,1009.0,886.0,0.00481,0.0066,0.0,1.3729,0.14007,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,780.54545,332.51216,974.5,990.75,1013.0,932.5,0.00406,0.00415,0.00237,1.02135,3.0,1034.33333,0.94281,1035.0,1035.0,1035.0,993.0,0.00028,6e-05,0.00028,0.19928,0.84695,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,729.84211,278.90543,818.0,920.0,920.0,776.0,0.00432,0.00681,0.00212,1.57842,6.0,985.33333,4.67856,985.5,990.0,990.0,943.5,0.01232,0.02436,0.00015,1.97748,0.7011,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,636.38095,315.04383,827.0,834.0,877.0,785.0,0.00554,0.00673,0.00148,1.21342,4.0,836.5,390.00032,1061.5,1062.0,1062.0,1019.5,0.00194,0.00257,0.00018,1.32597,0.79976,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,675.22222,307.09183,807.5,815.0,989.0,765.5,0.0055,0.00819,0.00148,1.48834,7.0,870.28571,330.81446,980.0,1030.0,1031.0,938.0,0.01099,0.02124,0.00026,1.93189,0.66612,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,734.22727,247.12509,838.0,851.5,943.0,796.0,0.0054,0.01044,0.00114,1.93175,3.0,826.66667,0.4714,827.0,827.0,827.0,785.0,0.00013,6e-05,0.00013,0.45725,0.8669,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
6,954.66667,52.33758,955.0,1007.0,1007.0,913.0,0.01288,0.02543,0.00019,1.975,19.0,659.78947,313.95685,760.0,899.5,952.0,718.0,0.00461,0.00533,0.00216,1.15668,0.31362,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,758.0,354.78632,1000.0,1012.0,1016.0,958.0,0.00609,0.00769,0.00266,1.26217,7.0,894.42857,301.15722,987.0,1047.0,1048.0,945.0,0.01098,0.02232,0.00028,2.03249,0.68546,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,786.5,345.23546,961.0,987.0,1016.0,919.0,0.00495,0.00768,0.0,1.55185,3.0,1017.33333,0.94281,1018.0,1018.0,1018.0,976.0,0.00013,4e-05,0.00013,0.33333,0.85006,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,636.10526,385.84656,791.0,989.5,1019.0,749.0,0.00542,0.00673,0.00359,1.24033,6.0,980.33333,62.33422,980.0,1042.75,1043.0,938.0,0.01305,0.02588,0.00014,1.98349,0.67264,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,774.04762,327.42887,947.0,965.0,990.0,905.0,0.00462,0.00693,0.00223,1.50146,4.0,864.0,10.3923,858.0,864.0,882.0,816.0,0.01906,0.02664,0.00027,1.398,0.82467,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
6,816.16667,304.11479,938.5,996.5,997.0,896.5,0.0136,0.01874,0.00021,1.37773,19.0,843.0,233.63737,882.0,995.5,1023.0,840.0,0.00607,0.00602,0.00531,0.99197,0.23415,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,839.84211,303.02028,982.0,1002.0,1022.0,940.0,0.00711,0.00656,0.00647,0.92197,6.0,1019.66667,35.6729,1019.0,1055.5,1056.0,977.0,0.01484,0.02932,0.00018,1.97555,0.72285,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,731.0,333.70756,948.0,978.0,1001.0,906.0,0.00592,0.00798,0.00347,1.34776,6.0,967.83333,44.16792,968.0,1012.0,1012.0,926.0,0.01323,0.02616,0.00018,1.97748,0.70517,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,789.44444,331.20239,953.0,984.0,1001.0,911.0,0.007,0.01169,0.00156,1.66984,7.0,823.14286,271.92301,898.0,969.0,969.0,856.0,0.01015,0.01555,0.00017,1.53229,0.7115,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,715.18182,336.04635,905.0,969.0,990.0,863.0,0.00343,0.0044,0.00207,1.28333,3.0,846.0,0.0,846.0,846.0,846.0,804.0,0.00011,6e-05,0.00011,0.51818,0.8611,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,764.63158,282.77985,873.0,962.0,980.0,831.0,0.00542,0.00595,0.00376,1.09874,6.0,906.33333,81.79174,849.0,978.75,1022.0,807.0,0.01402,0.02773,0.00018,1.97723,0.72764,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
4,934.25,50.66249,905.0,934.25,1022.0,863.0,0.02914,0.04089,0.0003,1.4033,21.0,756.0,354.24501,978.0,997.0,1009.0,936.0,0.00605,0.00721,0.00393,1.19107,0.19054,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,743.72222,318.9195,886.0,991.75,1008.0,844.0,0.00374,0.00491,0.00212,1.31319,7.0,836.71429,313.23005,937.0,991.5,992.0,895.0,0.01013,0.0185,0.00034,1.82648,0.69565,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,786.31579,323.93925,928.0,972.5,1008.0,886.0,0.00577,0.00709,0.00318,1.22926,6.0,826.0,297.69503,949.0,992.75,993.0,907.0,0.02284,0.02854,0.00043,1.24959,0.7509,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
4,803.75,59.03548,770.0,804.0,906.0,728.0,0.02227,0.03133,0.00016,1.40701,21.0,778.2381,329.9362,949.0,967.0,988.0,907.0,0.00394,0.00505,0.00186,1.28,0.16438,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,753.26316,344.26456,964.0,980.0,1022.0,922.0,0.00583,0.00593,0.00309,1.01696,6.0,986.0,14.3527,985.5,1000.5,1001.0,943.5,0.01539,0.03037,0.00016,1.97364,0.70753,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,763.42857,343.46561,959.0,1011.0,1022.0,917.0,0.00471,0.00563,0.00348,1.19549,4.0,801.0,378.16531,1019.0,1020.0,1020.0,977.0,0.00289,0.00235,0.00204,0.81213,0.83344,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,830.22222,298.8609,950.0,986.0,1017.0,908.0,0.0065,0.0077,0.00409,1.18403,7.0,893.85714,43.14238,857.0,943.5,944.0,815.0,0.01117,0.02463,0.00017,2.20596,0.70487,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,791.86364,322.64592,938.0,1000.5,1018.0,896.0,0.00619,0.00574,0.00648,0.92792,3.0,914.66667,0.4714,915.0,915.0,915.0,873.0,0.00026,6e-05,0.00026,0.23462,0.86392,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,785.94737,299.09891,917.0,954.5,1001.0,875.0,0.00509,0.00528,0.0042,1.03833,6.0,886.16667,9.51169,886.0,895.75,896.0,844.0,0.00637,0.01243,0.00017,1.95226,0.73743,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
17,783.05882,309.37954,937.0,1007.0,1023.0,895.0,0.00625,0.00751,0.00379,1.20124,8.0,847.75,273.23376,851.0,1067.5,1069.0,809.0,0.00594,0.01086,0.00022,1.82794,0.66249,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,836.72222,308.70569,974.5,983.0,1007.0,932.5,0.00637,0.0062,0.0056,0.97319,7.0,896.71429,336.78807,1026.0,1043.0,1043.0,984.0,0.01053,0.02256,0.0002,2.14139,0.70583,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,754.7619,316.99886,949.0,956.0,1017.0,907.0,0.00599,0.00632,0.00494,1.05621,4.0,947.0,50.22947,976.0,976.0,976.0,934.0,0.02148,0.03019,0.00021,1.40513,0.80711,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
5,814.8,36.10208,786.0,858.0,860.0,744.0,0.02039,0.03503,0.00021,1.71779,20.0,811.25,299.47302,865.0,1017.25,1027.0,823.0,0.00393,0.00694,0.0,1.76399,0.2007,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,788.88889,192.04713,834.0,857.0,940.0,792.0,0.00555,0.00757,0.00183,1.36246,7.0,863.42857,297.54801,887.0,1073.0,1073.0,845.0,0.01043,0.01819,0.00019,1.74364,0.70144,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,752.63636,299.57964,833.5,965.5,1001.0,791.5,0.00478,0.00545,0.00213,1.14104,3.0,1019.33333,0.94281,1020.0,1020.0,1020.0,978.0,0.00017,7e-05,0.00017,0.40974,0.84411,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,768.61111,333.28685,950.5,977.25,1025.0,908.5,0.00625,0.00972,0.00192,1.5535,7.0,854.42857,323.73793,974.0,999.5,1000.0,932.0,0.01445,0.02758,0.00022,1.90908,0.69817,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,852.38889,241.34833,960.0,974.0,1025.0,918.0,0.00753,0.01231,0.00533,1.63591,7.0,843.28571,279.37927,954.0,961.0,961.0,912.0,0.01246,0.02196,0.00018,1.76246,0.72216,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,789.66667,259.60764,875.0,934.0,965.0,833.0,0.00456,0.007,0.00194,1.53564,4.0,647.25,332.12074,839.0,839.0,839.0,797.0,0.00592,0.00772,0.00047,1.30436,0.86496,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,843.21053,227.30887,903.0,983.0,987.0,861.0,0.00627,0.00785,0.0045,1.25289,6.0,944.33333,102.33388,944.0,1046.75,1047.0,902.0,0.0138,0.02713,0.00027,1.96502,0.73874,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,794.84211,329.06794,966.0,1009.0,1021.0,924.0,0.00643,0.00854,0.00199,1.32897,6.0,978.83333,42.51046,978.5,1021.5,1022.0,936.5,0.01549,0.03064,0.00018,1.97776,0.72,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,835.83333,298.88631,949.0,1010.0,1024.0,907.0,0.00611,0.00716,0.00311,1.17193,7.0,877.42857,291.66461,996.0,997.0,997.0,954.0,0.01172,0.01645,0.00025,1.4039,0.71011,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,733.66667,357.14681,931.0,999.0,1003.0,889.0,0.00503,0.00893,0.00316,1.77548,4.0,763.5,399.23771,994.0,994.0,994.0,952.0,0.0068,0.00933,0.00028,1.37194,0.83457,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,796.31818,260.81784,870.0,976.0,976.0,828.0,0.00309,0.00465,0.0,1.50463,3.0,863.33333,0.94281,864.0,864.0,864.0,822.0,0.0001,4e-05,0.0001,0.46316,0.8712,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,720.90909,292.77433,798.0,942.75,1025.0,756.0,0.00616,0.01237,0.0,2.00724,3.0,824.66667,0.4714,825.0,825.0,825.0,783.0,0.00013,5e-05,0.00013,0.40541,0.86506,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
16,721.125,280.3337,791.0,915.0,944.0,749.0,0.00525,0.00715,0.00111,1.36161,9.0,985.22222,14.84571,986.0,1003.0,1003.0,944.0,0.00778,0.01839,0.00016,2.36389,0.56545,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
4,779.75,364.74195,990.0,991.0,991.0,948.0,0.01762,0.0246,0.00026,1.39655,21.0,674.52381,301.11185,774.0,830.0,1017.0,732.0,0.00538,0.00566,0.00347,1.0515,0.18046,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,707.36842,297.64607,760.0,924.0,962.0,718.0,0.00708,0.01182,0.0033,1.66952,6.0,1020.0,8.3666,1019.5,1028.5,1029.0,977.5,0.01228,0.02421,0.00017,1.97107,0.68712,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,918.0,237.31414,1008.0,1015.5,1024.0,966.0,0.00632,0.00722,0.00242,1.14245,6.0,912.66667,1.79505,912.0,914.5,915.0,870.0,0.0162,0.03207,0.00018,1.98015,0.76106,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
17,857.41176,277.90435,988.0,997.0,1022.0,946.0,0.00709,0.00867,0.00604,1.22301,8.0,851.25,285.7804,850.0,1085.5,1087.0,808.0,0.00914,0.0144,0.00015,1.57643,0.68157,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,828.90476,274.83205,951.0,980.0,1007.0,909.0,0.0052,0.0086,0.0,1.65274,4.0,937.0,6.40312,934.0,937.5,948.0,892.0,0.02037,0.02865,0.00016,1.40623,0.82283,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
8,907.25,25.72329,905.5,916.5,948.0,863.5,0.01946,0.03169,0.00018,1.62897,17.0,852.47059,159.29518,922.0,929.0,952.0,880.0,0.0084,0.00958,0.00416,1.14066,0.3337,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,786.80952,320.51352,980.0,994.0,1022.0,938.0,0.00458,0.00903,0.0,1.97319,4.0,709.0,311.76915,889.0,889.0,889.0,847.0,0.0095,0.01327,0.00017,1.39614,0.8535,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,844.13636,277.20591,939.0,994.0,1011.0,897.0,0.00586,0.00952,0.0,1.62406,3.0,814.33333,0.94281,815.0,815.0,815.0,773.0,0.00017,6e-05,0.00017,0.35673,0.88374,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,703.47368,338.17177,933.0,949.0,952.0,891.0,0.00421,0.00501,0.00224,1.19105,6.0,971.83333,56.50787,971.5,1028.5,1029.0,929.5,0.00164,0.00271,0.00024,1.64813,0.69625,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
17,731.52941,361.08287,958.0,960.0,999.0,916.0,0.00577,0.00771,0.00173,1.3366,8.0,819.625,290.44919,865.0,1008.5,1010.0,823.0,0.00895,0.01398,0.00018,1.56245,0.65477,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,791.13636,287.48111,898.0,978.25,1010.0,856.0,0.00711,0.01073,0.00392,1.50774,3.0,1039.33333,0.94281,1040.0,1040.0,1040.0,998.0,0.00014,6e-05,0.00014,0.4359,0.84807,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,793.90476,344.38695,973.0,1017.0,1026.0,931.0,0.00561,0.0068,0.00291,1.2128,4.0,692.0,311.76915,872.0,872.0,872.0,830.0,0.00196,0.00248,0.00021,1.26483,0.85761,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
25,762.8,361.53462,935.0,1012.0,1025.0,893.0,0.00454,0.00669,0.00181,1.47503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
25,826.96,267.64685,920.0,990.0,1023.0,878.0,0.00558,0.00792,0.0027,1.41738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
9,828.33333,244.53902,926.0,928.0,989.0,884.0,0.0127,0.02808,0.00031,2.20976,16.0,753.5625,272.51215,894.0,931.0,943.0,852.0,0.00525,0.00772,0.00326,1.46952,0.38207,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,922.72222,67.80594,896.0,993.75,1017.0,854.0,0.00201,0.00294,0.00021,1.46346,7.0,684.28571,373.25048,871.0,951.5,952.0,829.0,0.00284,0.00305,0.00159,1.07655,0.77616,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
21,738.52381,347.30495,919.0,978.0,1024.0,877.0,0.00504,0.00871,0.0,1.72938,4.0,911.75,65.10136,949.0,950.0,950.0,907.0,0.02214,0.03116,0.00015,1.40751,0.80962,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
5,820.6,394.67587,1080.0,1081.0,1081.0,1038.0,0.01666,0.01818,0.01125,1.09077,20.0,774.75,327.3278,974.0,976.5,1007.0,932.0,0.00416,0.00614,0.0,1.47667,0.20936,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,818.88889,283.04944,957.0,986.75,991.0,915.0,0.00709,0.00871,0.00465,1.22948,7.0,941.71429,317.33881,1058.0,1084.5,1085.0,1016.0,0.01068,0.01912,0.0002,1.78983,0.69098,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,765.10526,288.62868,909.0,945.0,947.0,867.0,0.00712,0.01089,0.00124,1.52985,6.0,1034.66667,41.33871,1035.0,1076.0,1076.0,993.0,0.01598,0.03165,0.0002,1.98088,0.70075,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,764.04545,312.35593,881.5,990.75,1009.0,839.5,0.00375,0.00598,0.0,1.59491,3.0,936.0,0.0,936.0,936.0,936.0,894.0,0.00017,5e-05,0.00017,0.27596,0.85686,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
20,796.65,297.08842,976.0,983.75,1016.0,934.0,0.00585,0.00764,0.00301,1.30753,5.0,912.0,84.10232,844.0,1015.0,1015.0,802.0,0.01445,0.02452,0.00035,1.69733,0.77748,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
20,804.95,333.51919,990.5,1001.0,1019.0,948.5,0.00505,0.00414,0.00348,0.81904,5.0,715.4,284.20106,858.0,858.0,858.0,816.0,0.00697,0.01182,0.00018,1.69628,0.8182,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
7,905.57143,340.50083,1032.0,1057.0,1057.0,990.0,0.01327,0.01967,0.00016,1.48196,18.0,769.33333,330.61861,967.5,988.0,993.0,925.5,0.00485,0.00399,0.00545,0.82135,0.31401,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
19,741.52632,307.53423,870.0,959.0,972.0,828.0,0.00724,0.00923,0.00287,1.27359,6.0,900.0,10.0,900.0,910.0,910.0,858.0,0.01164,0.02289,0.0002,1.96676,0.72292,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,742.68182,333.38367,933.0,955.25,1027.0,891.0,0.00442,0.00769,0.0,1.73784,3.0,929.33333,0.94281,930.0,930.0,930.0,888.0,9e-05,4e-05,9e-05,0.40107,0.85424,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
18,725.38889,345.59291,897.0,993.0,994.0,855.0,0.00507,0.00555,0.00319,1.09455,7.0,765.57143,259.89111,774.0,957.5,958.0,732.0,0.01094,0.01869,0.00024,1.70824,0.709,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
22,739.09091,370.84485,943.0,967.75,1021.0,901.0,0.00535,0.0083,0.00106,1.55191,3.0,1071.0,0.0,1071.0,1071.0,1071.0,1029.0,0.0002,4e-05,0.0002,0.19494,0.835,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1.0,25,packet,25,Whatsapp
